Num,1. # Codes(Include History) (ACIS VSV),2. +BM Voltage (ACT VSV),3. 2nd Air Monitor (Actuator Power Supply),4. 2nd Air Monitor (AF Lambda B1S1),5. 2nd Air Monitor CMPL (AF Lambda B2S1),6. 2nd Air Monitor ENA (AFS Current B1S1),7. 4WD Switch (AFS Current B2S1),8. A/C Monitor (AFS Voltage B1S1),9. A/C Monitor (AFS Voltage B2S1),10. A/C Monitor CMPL (All Cylinders Misfire Count),11. A/C Monitor ENA (Atmosphere Pressure),12. A/C Signal (Av Engine Speed of All Cyl),13. A/F Heater Duty B1S1 (Battery Voltage),14. A/F Heater Duty B2S1 (Calculate Load),15. A/T Oil Temperature 1 (Cancel Switch),16. A/T Oil Temperature 2 (Cat OT MF F/C Cylinder#1),17. Accel Fully Close Learn #1 (Cat OT MF F/C Cylinder#2),18. Accel Fully Close Learn #2 (Cat OT MF F/C Cylinder#3),19. Accel Sens. No.1 Volt % (Cat OT MF F/C Cylinder#4),20. Accel Sens. No.2 Volt % (Cat OT MF F/C Cylinder#5),21. Accel Sensor Out No.1 (Cat OT MF F/C Cylinder#6),22. Accel Sensor Out No.2 (Cat OT MF F/C History),23. Accelerator Idle Position (Catalyst Monitor),24. Accelerator Position (Catalyst Monitor)
1484,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1485,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1486,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1487,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1488,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1489,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1490,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1491,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1492,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1493,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1494,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1495,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1496,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1497,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1498,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1499,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1500,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1501,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1502,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1503,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1504,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1505,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1506,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1507,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1508,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1509,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1510,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1511,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1512,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1513,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1514,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1515,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1516,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1517,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1518,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1519,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1520,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1521,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1522,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1523,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1524,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1525,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1526,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1527,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1528,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1529,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.859,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1530,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1531,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1532,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1533,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1534,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1535,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1536,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1537,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1538,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.859,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1539,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1540,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1541,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1542,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1543,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1544,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1545,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1546,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1547,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.859,16.078,15,0,0.801,0.801,2.383,0.801,0.918,2.031
1548,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1549,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1550,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1551,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1552,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1553,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1554,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1555,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1556,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.859,16.078,15,0,0.801,0.801,2.383,0.801,0.918,2.031
1557,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1558,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1559,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1560,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1561,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1562,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1563,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1564,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1565,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.859,16.078,15,0,0.801,0.801,2.383,0.801,0.918,2.031
1566,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1567,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1568,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1569,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1570,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1571,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1572,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1573,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1574,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.859,16.078,15,0,0.801,0.801,2.383,0.801,0.918,2.031
1575,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1576,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1577,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1578,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1579,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1580,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1581,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1582,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1583,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.859,16.078,15,0,0.801,0.801,2.383,0.801,0.918,2.031
1584,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1585,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1586,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1587,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1588,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1589,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1590,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1591,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1592,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.859,16.078,15,0,0.801,0.801,2.383,0.801,0.918,2.031
1593,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1594,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1595,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1596,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1597,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1598,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1599,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1600,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1601,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.859,16.078,15,0,0.801,0.801,2.383,0.801,0.918,2.031
1602,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1603,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1604,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1605,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1606,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1607,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1608,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1609,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1610,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.859,16.078,15,0,0.801,0.801,2.383,0.801,0.918,2.031
1611,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1612,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1613,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1614,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1615,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1616,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1617,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1618,54.145,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.694,0.568,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0.781,-0.781
1619,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.973,OFF,OFF,0.684,ON,0.859,16.078,15,0,0.801,0.801,2.383,0.801,0.918,2.031
1620,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1621,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1622,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1623,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1624,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1625,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
